Geneid	Chr	Start	End	Strand	Length	TSS
ENSG00000207732	4	20528275	20528384	+	110	20528275.0
ENSG00000163138	4	20696282	20696513	+	4032	20696282.0
ENSG00000185774	4	20728616	20730129	-	4140	20730129.0
ENSG00000272995	4	20766808	20767372	+	565	20766808.0
ENSG00000250243	4	21304542	21304613	+	341	21304542.0
ENSG00000283281	4	21464700	21464758	-	59	21464758.0
ENSG00000250092	4	21582096	21582125	+	721	21582096.0
ENSG00000242768	4	21656511	21656869	-	359	21656869.0
ENSG00000248343	4	21697450	21697847	+	948	21697450.0
ENSG00000280650	4	21843341	21853188	-	9848	21853188.0
ENSG00000250039	4	21949015	21949459	+	1874	21949015.0
ENSG00000239001	4	22118983	22119089	+	107	22118983.0
ENSG00000152990	4	22345071	22345345	-	9250	22345345.0
ENSG00000244538	4	22594196	22594450	+	255	22594196.0
ENSG00000251516	4	22607501	22607546	+	372	22607501.0
ENSG00000249948	4	22692914	22693073	+	2932	22692914.0
ENSG00000237350	4	22727375	22727950	-	576	22727950.0
ENSG00000248837	4	22997551	22997613	+	2175	22997551.0
ENSG00000249645	4	23105502	23105616	+	546	23105502.0
ENSG00000249547	4	23234625	23235058	-	571	23235058.0
ENSG00000251220	4	23514940	23515284	-	345	23515284.0
ENSG00000250137	4	23560923	23561039	+	703	23560923.0
ENSG00000251292	4	23723262	23723470	-	639	23723470.0
ENSG00000109819	4	23755041	23755211	-	10870	23755211.0
ENSG00000249453	4	23779590	23779681	+	442	23779590.0
ENSG00000109606	4	24517441	24517652	-	8162	24517652.0
ENSG00000207697	4	24520192	24520290	-	99	24520290.0
ENSG00000243005	4	24563193	24563461	-	269	24563461.0
ENSG00000249256	4	24658072	24658375	-	304	24658375.0
ENSG00000261121	4	24659856	24660043	+	2195	24659856.0
ENSG00000251638	4	24768049	24768331	+	283	24768049.0
ENSG00000248444	4	24771467	24772420	+	954	24771467.0
ENSG00000109610	4	24789912	24789968	+	2128	24789912.0
ENSG00000181982	4	24806117	24808819	-	9582	24808819.0
ENSG00000153012	4	24998847	25004268	-	6428	25004268.0
ENSG00000109618	4	25120014	25124225	-	6232	25124225.0
ENSG00000281501	4	25160641	25160753	+	4356	25160641.0
ENSG00000281028	4	25160663	25160753	+	1388	25160663.0
ENSG00000271172	4	25220403	25220913	+	511	25220403.0
ENSG00000038210	4	25233975	25234431	+	3540	25233975.0
ENSG00000278135	4	25250545	25250639	+	95	25250545.0
ENSG00000168228	4	25312785	25312936	+	4400	25312785.0
ENSG00000053900	4	25377213	25377344	+	7494	25377213.0
ENSG00000249320	4	25472517	25472676	+	578	25472517.0
ENSG00000248608	4	25504997	25506675	+	1679	25504997.0
ENSG00000238632	4	25598564	25598625	-	62	25598625.0
ENSG00000248545	4	25608711	25608901	+	411	25608711.0
ENSG00000228154	4	25622777	25622943	+	503	25622777.0
ENSG00000157765	4	25655301	25655357	+	4699	25655301.0
ENSG00000242640	4	25678850	25679020	+	171	25678850.0
ENSG00000249277	4	25686202	25686458	-	257	25686458.0
ENSG00000250050	4	25718082	25718896	-	1346	25718896.0
ENSG00000248133	4	25719755	25720030	-	276	25720030.0
ENSG00000251353	4	25720099	25720431	-	333	25720431.0
ENSG00000248654	4	25720516	25721056	-	541	25721056.0
ENSG00000091490	4	25747427	25748564	-	7489	25748564.0
ENSG00000250541	4	25770266	25770502	+	483	25770266.0
ENSG00000250317	4	25861830	25862153	+	1612	25861830.0
ENSG00000251009	4	25864881	25865406	-	762	25865406.0
ENSG00000283314	4	26070754	26072020	+	1622	26070754.0
ENSG00000248452	4	26111865	26112728	+	1647	26111865.0
ENSG00000168214	4	26163455	26163614	+	9253	26163455.0
ENSG00000163394	4	26481400	26482170	-	1720	26482170.0
ENSG00000109680	4	26576437	26576829	+	3434	26576437.0
ENSG00000200999	4	26702309	26702388	+	80	26702309.0
ENSG00000109689	4	26857678	26857768	+	6909	26857678.0
ENSG00000240005	4	26859806	26860028	-	589	26860028.0
ENSG00000248340	4	26873561	26873625	-	743	26873625.0
ENSG00000251080	4	27133996	27134230	-	482	27134230.0
ENSG00000205830	4	27207505	27209750	-	2509	27209750.0
ENSG00000249699	4	27217479	27217563	+	2802	27217479.0
ENSG00000222206	4	27223319	27223427	-	109	27223427.0
ENSG00000251325	4	27262506	27263123	-	649	27263123.0
ENSG00000250858	4	27585145	27586144	+	1000	27585145.0
ENSG00000251410	4	27967723	27967927	-	600	27967927.0
ENSG00000250038	4	28362279	28362592	-	1304	28362592.0
ENSG00000250064	4	28435449	28435790	+	712	28435449.0
ENSG00000243548	4	28711198	28711476	+	279	28711198.0
ENSG00000283275	4	28819582	28819668	+	87	28819582.0
ENSG00000250927	4	28823244	28824211	-	968	28824211.0
ENSG00000250190	4	28996524	28996871	+	687	28996524.0
ENSG00000276507	4	29010619	29011021	-	403	29011021.0
ENSG00000249228	4	29046591	29046686	+	1604	29046591.0
ENSG00000248176	4	29118308	29118644	+	758	29118308.0
ENSG00000248338	4	29214398	29214454	+	575	29214398.0
ENSG00000251373	4	29407100	29408012	+	913	29407100.0
ENSG00000251113	4	29465701	29466567	-	1815	29466567.0
ENSG00000283666	4	29510635	29510737	+	103	29510635.0
ENSG00000249542	4	29748757	29750100	+	1344	29748757.0
ENSG00000249564	4	29907659	29907791	-	133	29907791.0
ENSG00000244031	4	29962644	29962711	-	777	29962711.0
ENSG00000248281	4	30006951	30007050	-	992	30007050.0
ENSG00000169851	4	30720415	30724596	+	12249	30720415.0
ENSG00000249678	4	30776257	30776307	-	180	30776307.0
ENSG00000250624	4	30884443	30885182	-	740	30885182.0
ENSG00000251182	4	31171144	31171299	+	507	31171144.0
ENSG00000251434	4	31350284	31350351	+	602	31350284.0
ENSG00000249882	4	31506666	31506825	+	426	31506666.0
ENSG00000251129	4	31997397	31997822	+	734	31997397.0
ENSG00000251329	4	32351038	32351143	+	849	32351038.0
ENSG00000250076	4	33010948	33011746	-	799	33011746.0
ENSG00000249452	4	33238239	33238670	-	432	33238670.0
ENSG00000249766	4	33400538	33400679	+	142	33400538.0
ENSG00000248417	4	33433510	33433564	+	332	33433510.0
ENSG00000250954	4	33776347	33776622	-	2680	33776622.0
ENSG00000250723	4	33850591	33850923	+	1207	33850591.0
ENSG00000239983	4	33968174	33968526	+	353	33968174.0
ENSG00000248685	4	34120894	34121141	-	989	34121141.0
ENSG00000250597	4	34657606	34657685	+	545	34657606.0
ENSG00000275250	4	34714270	34714598	+	329	34714270.0
ENSG00000238694	4	34966241	34966344	-	104	34966344.0
ENSG00000250416	4	35487812	35489750	+	1939	35487812.0
ENSG00000206665	4	35495898	35496003	+	106	35495898.0
ENSG00000047365	4	35948221	35948448	-	12428	35948448.0
ENSG00000248466	4	36065060	36065726	-	667	36065726.0
ENSG00000247193	4	36244116	36244211	+	1785	36244116.0
ENSG00000197057	4	36281622	36282029	+	5618	36281622.0
ENSG00000251438	4	36311190	36311313	-	541	36311313.0
ENSG00000283207	4	36426366	36426428	-	63	36426428.0
ENSG00000248215	4	36496537	36497052	-	1626	36497052.0
ENSG00000251588	4	36506043	36508869	+	2827	36506043.0
ENSG00000261761	4	37001816	37001895	+	2534	37001816.0
ENSG00000247810	4	37078577	37078632	+	840	37078577.0
ENSG00000264319	4	37241910	37241991	-	82	37241991.0
ENSG00000174145	4	37244220	37245218	+	8325	37244220.0
ENSG00000154274	4	37453941	37454040	+	2770	37453941.0
ENSG00000248936	4	37588087	37588569	-	534	37588569.0
ENSG00000181826	4	37590800	37591217	-	1947	37591217.0
ENSG00000207075	4	37699895	37700002	-	108	37700002.0
ENSG00000239532	4	37821361	37821838	+	478	37821361.0
ENSG00000169299	4	37826633	37826813	+	3704	37826633.0
ENSG00000279386	4	37866561	37867091	-	531	37867091.0
ENSG00000249863	4	37868292	37869075	+	1058	37868292.0
ENSG00000065882	4	37891087	37891348	+	9032	37891087.0
ENSG00000250254	4	37960435	37961125	+	691	37960435.0
ENSG00000251332	4	37995494	37996203	-	710	37996203.0
ENSG00000249649	4	38006784	38007105	-	322	38007105.0
ENSG00000251642	4	38286994	38287029	+	367	38286994.0
ENSG00000248227	4	38366914	38367030	+	500	38366914.0
ENSG00000280015	4	38390754	38391675	+	922	38390754.0
ENSG00000249534	4	38420662	38421312	-	2059	38421312.0
ENSG00000249667	4	38509767	38509947	+	757	38509767.0
ENSG00000251635	4	38564003	38564116	+	500	38564003.0
ENSG00000231160	4	38612701	38613259	-	4830	38613259.0
ENSG00000271958	4	38618265	38618326	-	376	38618326.0
ENSG00000109787	4	38664196	38664461	+	6297	38664196.0
ENSG00000222230	4	38758791	38758892	-	102	38758892.0
ENSG00000174123	4	38772239	38775652	-	4217	38775652.0
ENSG00000174125	4	38790677	38791231	-	4535	38791231.0
ENSG00000174130	4	38823715	38829537	-	6035	38829537.0
ENSG00000197712	4	38867677	38867834	+	4871	38867677.0
ENSG00000207944	4	38868032	38868127	+	96	38868032.0
ENSG00000121895	4	38966744	38967641	-	2562	38967641.0
ENSG00000109790	4	39045039	39045096	+	5144	39045039.0
ENSG00000249207	4	39112677	39113253	-	946	39113253.0
ENSG00000249685	4	39133913	39134045	+	455	39133913.0
ENSG00000157796	4	39182404	39182563	+	8873	39182404.0
ENSG00000035928	4	39287456	39288844	-	6713	39288844.0
ENSG00000206675	4	39297605	39297711	-	107	39297711.0
ENSG00000222592	4	39399149	39399248	+	100	39399149.0
ENSG00000134962	4	39406853	39407774	+	6082	39406853.0
ENSG00000264621	4	39411910	39411974	+	65	39411910.0
ENSG00000238797	4	39441665	39441764	+	100	39441665.0
ENSG00000163682	4	39454124	39454225	-	3259	39454225.0
ENSG00000121897	4	39459000	39459162	+	2464	39459000.0
ENSG00000224097	4	39480255	39480666	+	1651	39480255.0
ENSG00000109814	4	39498755	39500253	-	4045	39500253.0
ENSG00000249348	4	39528019	39528338	+	2787	39528019.0
ENSG00000163683	4	39546330	39552158	-	6721	39552158.0
ENSG00000252796	4	39621012	39621073	+	62	39621012.0
ENSG00000255458	4	39639140	39639294	+	2301	39639140.0
ENSG00000078140	4	39698044	39698390	+	5245	39698044.0
ENSG00000252975	4	39710085	39710176	-	92	39710176.0
ENSG00000249019	4	39713842	39713887	-	287	39713887.0
ENSG00000243260	4	39761000	39761298	+	299	39761000.0
ENSG00000180610	4	39770081	39770467	-	1122	39770467.0
ENSG00000121892	4	39822863	39825488	-	12204	39825488.0
ENSG00000271278	4	39932454	39932891	+	632	39932454.0
ENSG00000252970	4	39936753	39936855	+	103	39936753.0
ENSG00000250568	4	39973128	39973442	-	315	39973442.0
ENSG00000231707	4	39973444	39973842	+	591	39973444.0
ENSG00000249064	4	40020240	40021517	+	1278	40020240.0
ENSG00000205794	4	40042917	40044184	-	1613	40044184.0
ENSG00000078177	4	40056826	40057030	+	9835	40056826.0
ENSG00000200455	4	40077884	40077982	+	99	40077884.0
ENSG00000201863	4	40082983	40083106	+	124	40082983.0
ENSG00000248977	4	40142198	40142365	-	168	40142365.0
ENSG00000260296	4	40166675	40167831	+	1157	40166675.0
ENSG00000168421	4	40191053	40191338	+	6608	40191053.0
ENSG00000250338	4	40265472	40265549	+	553	40265472.0
ENSG00000249241	4	40316485	40316980	+	957	40316485.0
ENSG00000174343	4	40335329	40335531	+	3168	40335329.0
ENSG00000239010	4	40377452	40377513	-	62	40377513.0
ENSG00000250893	4	40426119	40426182	+	862	40426119.0
ENSG00000163694	4	40423267	40426143	-	8544	40426143.0
ENSG00000242197	4	40491733	40492024	+	292	40491733.0
ENSG00000263642	4	40502040	40502119	-	80	40502119.0
ENSG00000179299	4	40749897	40750300	+	4728	40749897.0
ENSG00000248780	4	40786110	40786710	+	601	40786110.0
ENSG00000250906	4	40812779	40812857	+	477	40812779.0
ENSG00000163697	4	40810027	40816259	-	12956	40816259.0
ENSG00000207195	4	40826655	40826765	-	111	40826765.0
ENSG00000201736	4	40990154	40990273	+	120	40990154.0
ENSG00000199790	4	41084607	41084713	+	107	41084607.0
ENSG00000207198	4	41113942	41114045	+	104	41113942.0
ENSG00000251173	4	41220074	41220348	-	880	41220348.0
ENSG00000154277	4	41256413	41256487	+	2282	41256413.0
ENSG00000207481	4	41303237	41303337	-	101	41303337.0
ENSG00000064042	4	41359607	41359803	+	10862	41359607.0
ENSG00000239627	4	41389115	41389593	+	479	41389115.0
ENSG00000249216	4	41688858	41688927	-	435	41688927.0
ENSG00000249081	4	41722538	41722856	-	618	41722856.0
ENSG00000109132	4	41744082	41746322	-	3092	41746322.0
ENSG00000250467	4	41748293	41748586	+	907	41748293.0
ENSG00000249122	4	41750345	41750397	+	561	41750345.0
ENSG00000200338	4	41771945	41772103	-	159	41772103.0
ENSG00000249745	4	41842154	41842255	-	552	41842255.0
ENSG00000245870	4	41872747	41873201	-	3082	41873201.0
ENSG00000249771	4	41883060	41883694	-	825	41883694.0
ENSG00000249887	4	41924180	41924380	+	201	41924180.0
ENSG00000109133	4	41935120	41935529	+	8240	41935120.0
ENSG00000182308	4	41981696	41986467	+	4772	41981696.0
ENSG00000272862	4	41988741	41989237	-	497	41989237.0
ENSG00000014824	4	41990472	41990760	+	7225	41990472.0
ENSG00000249212	4	42029209	42030123	+	915	42029209.0
ENSG00000188848	4	42110938	42117735	-	8765	42117735.0
ENSG00000250781	4	42281830	42282249	-	1326	42282249.0
ENSG00000178343	4	42397839	42398333	+	1971	42397839.0
ENSG00000124406	4	42408373	42413013	-	11199	42413013.0
ENSG00000240167	4	42471810	42472380	+	571	42471810.0
ENSG00000248283	4	42561457	42562425	-	969	42562425.0
ENSG00000260519	4	42657496	42657928	+	433	42657496.0
ENSG00000251517	4	42706107	42706336	+	1128	42706107.0
ENSG00000252595	4	42892396	42892618	+	223	42892396.0
ENSG00000215203	4	42893267	42893650	+	991	42893267.0
ENSG00000248939	4	43133867	43133986	+	606	43133867.0
ENSG00000250657	4	43340875	43340948	+	681	43340875.0
ENSG00000277096	4	43388157	43388437	+	281	43388157.0
ENSG00000213851	4	43410041	43410937	-	897	43410937.0
ENSG00000248143	4	43457527	43457770	-	582	43457770.0
ENSG00000251501	4	43586328	43588097	+	1770	43586328.0
ENSG00000239464	4	43598544	43598844	-	301	43598844.0
ENSG00000239679	4	43863274	43863549	+	276	43863274.0
ENSG00000124399	4	43898962	43899351	+	390	43898962.0
ENSG00000250863	4	43980006	43980431	-	449	43980431.0
ENSG00000251350	4	44016861	44017062	+	2823	44016861.0
ENSG00000183783	4	44173909	44175250	-	2704	44175250.0
ENSG00000251159	4	44533615	44533880	+	266	44533615.0
ENSG00000177752	4	44622065	44622576	-	1813	44622576.0
ENSG00000151806	4	44678427	44678585	+	4454	44678427.0
ENSG00000163281	4	44682200	44682642	-	7150	44682642.0
ENSG00000273369	4	44693946	44694386	-	441	44694386.0
ENSG00000272936	4	44704405	44704965	+	561	44704405.0
ENSG00000249729	4	44840380	44841402	-	1023	44841402.0
ENSG00000248987	4	44944015	44944074	-	574	44944074.0
ENSG00000275959	4	44994426	44996022	+	1597	44994426.0
ENSG00000248744	4	45009540	45009629	+	672	45009540.0
ENSG00000248320	4	45323253	45324750	-	2360	45324750.0
ENSG00000224560	4	45414337	45414910	-	574	45414910.0
ENSG00000200720	4	45480030	45480136	+	107	45480030.0
ENSG00000222257	4	45995119	45995423	+	305	45995119.0
ENSG00000163285	4	46035769	46041254	-	6785	46041254.0
ENSG00000260878	4	46243548	46244215	-	668	46244215.0
ENSG00000151834	4	46248427	46250604	-	11930	46250604.0
ENSG00000249330	4	46390255	46390568	+	549	46390255.0
ENSG00000252243	4	46531237	46531342	-	106	46531342.0
ENSG00000249936	4	46723830	46724408	-	579	46724408.0
ENSG00000170516	4	46734827	46735241	-	807	46735241.0
ENSG00000109158	4	46918900	46928755	-	12131	46928755.0
ENSG00000163288	4	46993723	46993926	+	3140	46993723.0
ENSG00000260918	4	47431960	47438959	+	7000	47431960.0
ENSG00000169019	4	47450796	47451665	-	1766	47451665.0
ENSG00000282904	4	47463784	47464035	+	932	47463784.0
ENSG00000145246	4	47485288	47485519	+	7965	47485288.0
ENSG00000242431	4	47490967	47491471	-	505	47491471.0
ENSG00000248254	4	47556731	47557003	-	601	47557003.0
ENSG00000145244	4	47593998	47595903	-	10087	47595903.0
ENSG00000277388	4	47652669	47652743	+	75	47652669.0
ENSG00000242262	4	47706372	47706987	+	616	47706372.0
ENSG00000282917	4	47831385	47831508	+	550	47831385.0
ENSG00000259959	4	47840122	47844339	-	4218	47844339.0
ENSG00000170448	4	47847233	47848336	-	4484	47848336.0
ENSG00000163293	4	47914142	47914704	+	5983	47914142.0
ENSG00000198515	4	47935977	47937829	-	3581	47937829.0
ENSG00000074966	4	48066393	48067705	-	3472	48067705.0
ENSG00000200269	4	48106081	48106188	-	108	48106188.0
ENSG00000283499	4	48109353	48109410	-	58	48109410.0
ENSG00000135605	4	48135783	48137499	-	4030	48137499.0
ENSG00000202014	4	48153434	48153535	+	102	48153434.0
ENSG00000109171	4	48341322	48342128	+	6524	48341322.0
ENSG00000145248	4	48483343	48484151	+	1790	48483343.0
ENSG00000182223	4	48490252	48491254	+	1460	48490252.0
ENSG00000075539	4	48497361	48499680	-	18152	48499680.0
ENSG00000251722	4	48574453	48574520	-	68	48574520.0
ENSG00000109180	4	48805212	48805330	+	4714	48805212.0
ENSG00000248256	4	48852008	48852225	-	265	48852225.0
ENSG00000145247	4	48885019	48885565	-	2483	48885565.0
ENSG00000252913	4	48932755	48932854	-	100	48932854.0
ENSG00000251334	4	48936582	48936880	+	299	48936582.0
ENSG00000109182	4	48986247	48986472	+	3138	48986247.0
ENSG00000225455	4	49016682	49017154	-	473	49017154.0
ENSG00000249828	4	49203171	49203726	-	556	49203726.0
ENSG00000249079	4	49212251	49212624	-	374	49212624.0
ENSG00000280043	4	49229573	49231284	+	1712	49229573.0
ENSG00000250016	4	49233289	49233965	-	677	49233965.0
ENSG00000237961	4	49238032	49238073	-	765	49238073.0
ENSG00000268736	4	49246021	49246538	+	518	49246021.0
ENSG00000248946	4	49246601	49246693	+	243	49246601.0
ENSG00000248583	4	49486926	49487096	-	670	49487096.0
ENSG00000251056	4	49502145	49503115	-	1330	49503115.0
ENSG00000250769	4	49507764	49507835	-	770	49507835.0
ENSG00000248532	4	49523648	49523857	-	210	49523857.0
ENSG00000269848	4	49524030	49524185	-	156	49524185.0
ENSG00000268967	4	49548564	49548713	-	245	49548713.0
ENSG00000268391	4	49548918	49549435	-	518	49549435.0
ENSG00000232471	4	49550032	49550316	+	765	49550032.0
ENSG00000251630	4	49561285	49561470	-	186	49561470.0
ENSG00000251539	4	49561479	49562149	+	671	49561479.0
ENSG00000250753	4	49579833	49580189	+	357	49579833.0
ENSG00000249337	4	49588772	49589529	+	758	49588772.0
ENSG00000109184	4	51843000	51843267	+	7625	51843000.0
ENSG00000250473	4	51865050	51865535	-	486	51865535.0
ENSG00000272576	4	51918772	51919381	+	610	51918772.0
ENSG00000243929	4	51978079	51978372	-	294	51978372.0
ENSG00000188993	4	51993702	51996165	-	3327	51996165.0
ENSG00000163069	4	52020706	52024160	-	4541	52024160.0
ENSG00000251040	4	52044805	52045035	+	612	52044805.0
ENSG00000163071	4	52051331	52051791	+	4941	52051331.0
ENSG00000251286	4	52440494	52441535	-	1042	52441535.0
ENSG00000199924	4	52494849	52494952	+	104	52494849.0
ENSG00000109189	4	52590972	52597741	-	8917	52597741.0
ENSG00000248866	4	52659406	52659676	+	1048	52659406.0
ENSG00000260120	4	52680609	52680661	+	1741	52680609.0
ENSG00000226950	4	52712404	52712527	+	2285	52712404.0
ENSG00000264585	4	52712682	52712747	+	66	52712682.0
ENSG00000212588	4	52713249	52713370	+	122	52713249.0
ENSG00000248375	4	52720081	52720831	-	751	52720831.0
ENSG00000226887	4	52722618	52722744	-	4077	52722744.0
ENSG00000212490	4	52748137	52748259	+	123	52748137.0
ENSG00000199901	4	52786537	52786638	+	102	52786537.0
ENSG00000250302	4	52789994	52790041	+	727	52789994.0
ENSG00000128045	4	52862290	52862649	+	2472	52862290.0
ENSG00000184178	4	52872982	52874061	-	3185	52874061.0
ENSG00000248115	4	52945649	52945760	+	4840	52945649.0
ENSG00000207385	4	53265461	53265567	-	107	53265567.0
ENSG00000145216	4	53377643	53377835	+	5636	53377643.0
ENSG00000282278	4	53377839	53377923	+	2550	53377839.0
ENSG00000072201	4	53459301	53461042	-	5725	53461042.0
ENSG00000250930	4	53496400	53496599	+	1381	53496400.0
ENSG00000173966	4	53575713	53576387	+	675	53575713.0
ENSG00000248494	4	53592956	53593072	+	887	53592956.0
ENSG00000249341	4	53659208	53659303	+	3095	53659208.0
ENSG00000249706	4	53899871	53899991	+	835	53899871.0
ENSG00000250815	4	53927499	53928138	-	640	53928138.0
ENSG00000229585	4	53986587	53987058	-	472	53987058.0
ENSG00000272650	4	53997415	53997712	-	298	53997712.0
ENSG00000109220	4	54009789	54010145	-	1318	54010145.0
ENSG00000269506	4	54059597	54061210	+	1614	54059597.0
ENSG00000251105	4	54076625	54076848	+	224	54076625.0
ENSG00000250147	4	54086926	54087783	+	858	54086926.0
ENSG00000180613	4	54099523	54099636	+	1926	54099523.0
ENSG00000242670	4	54221126	54221472	+	347	54221126.0
ENSG00000134853	4	54229097	54229415	+	9732	54229097.0
ENSG00000248184	4	54332892	54332934	+	474	54332892.0
ENSG00000248518	4	54376002	54376034	+	540	54376002.0
ENSG00000251264	4	54440502	54440764	-	624	54440764.0
ENSG00000250456	4	54603211	54605177	-	2216	54605177.0
ENSG00000157404	4	54657918	54658081	+	5563	54657918.0
ENSG00000249727	4	54836161	54836416	-	732	54836416.0
ENSG00000251256	4	54845568	54845612	+	465	54845568.0
ENSG00000248317	4	54943630	54943687	+	422	54943630.0
ENSG00000244422	4	54976159	54976371	-	213	54976371.0
ENSG00000252815	4	55031965	55032071	-	107	55032071.0
ENSG00000250646	4	55053060	55053097	+	455	55053060.0
ENSG00000244034	4	55063738	55064026	+	289	55063738.0
ENSG00000128052	4	55078477	55080163	-	6259	55080163.0
ENSG00000239545	4	55215624	55215919	-	296	55215919.0
ENSG00000250812	4	55219344	55219973	+	630	55219344.0
ENSG00000206839	4	55294490	55294598	+	109	55294490.0
ENSG00000250464	4	55313011	55313285	-	553	55313285.0
ENSG00000128039	4	55346109	55346557	+	4420	55346109.0
ENSG00000251111	4	55351812	55352408	-	597	55352408.0
ENSG00000249700	4	55363971	55364857	-	5148	55364857.0
ENSG00000273257	4	55387949	55388271	+	323	55387949.0
ENSG00000134851	4	55395957	55396396	+	7045	55395957.0
ENSG00000239040	4	55412636	55412738	+	103	55412636.0
ENSG00000134852	4	55427903	55435594	-	11762	55435594.0
ENSG00000238585	4	55501595	55501708	-	114	55501708.0
ENSG00000223305	4	55540502	55540835	-	334	55540835.0
ENSG00000272969	4	55547112	55547889	+	778	55547112.0
ENSG00000163440	4	55556525	55556711	-	861	55556711.0
ENSG00000109255	4	55595229	55595411	-	975	55595411.0
ENSG00000251923	4	55798636	55798731	+	96	55798636.0
ENSG00000250821	4	55819819	55820147	+	863	55819819.0
ENSG00000090989	4	55853616	55853953	+	5347	55853616.0
ENSG00000202358	4	55885595	55885701	+	107	55885595.0
ENSG00000174799	4	55948871	55949059	+	8640	55948871.0
ENSG00000109265	4	56049073	56049299	+	6489	56049073.0
ENSG00000200741	4	56097390	56097504	+	115	56097390.0
ENSG00000252489	4	56288485	56288584	-	100	56288584.0
ENSG00000250324	4	56320719	56321334	-	616	56321334.0
ENSG00000157426	4	56338287	56338791	-	4654	56338791.0
ENSG00000242083	4	56356135	56356932	+	798	56356135.0
ENSG00000269921	4	56387625	56388153	+	529	56387625.0
ENSG00000128059	4	56393362	56395548	-	5439	56395548.0
ENSG00000270147	4	56396312	56396871	+	560	56396312.0
ENSG00000283156	4	56410516	56410897	+	4585	56410516.0
ENSG00000128050	4	56435741	56435928	+	7517	56435741.0
ENSG00000174780	4	56466915	56467744	+	4697	56466915.0
ENSG00000196503	4	56505343	56505509	+	1258	56505343.0
ENSG00000249693	4	56530609	56531169	+	1793	56530609.0
ENSG00000248590	4	56593004	56595681	+	2678	56593004.0
ENSG00000171476	4	56647988	56648797	-	7753	56648797.0
ENSG00000280285	4	56662469	56665694	-	3226	56665694.0
ENSG00000241250	4	56710060	56710614	+	555	56710060.0
ENSG00000227040	4	56760919	56761485	-	567	56761485.0
ENSG00000240545	4	56794348	56794642	-	295	56794642.0
ENSG00000265894	4	56805834	56806131	+	298	56805834.0
ENSG00000128040	4	56809860	56810184	-	772	56810184.0
ENSG00000278226	4	56810422	56810681	+	260	56810422.0
ENSG00000251799	4	56818218	56818314	-	97	56818314.0
ENSG00000084093	4	56907876	56908213	+	7955	56907876.0
ENSG00000269949	4	56960927	56961373	-	447	56961373.0
ENSG00000084092	4	56963370	56963661	-	3415	56963661.0
ENSG00000047315	4	56977722	56977791	+	5901	56977722.0
ENSG00000251703	4	57002692	57002792	+	101	57002692.0
ENSG00000163453	4	57030773	57031336	-	1930	57031336.0
ENSG00000250384	4	57072683	57073132	+	450	57072683.0
ENSG00000245067	4	57109762	57109970	+	1740	57109762.0
ENSG00000250192	4	57154577	57154741	+	560	57154577.0
ENSG00000243920	4	57352999	57353329	-	331	57353329.0
ENSG00000248505	4	57425872	57426018	+	1038	57425872.0
ENSG00000251459	4	57491390	57491492	+	783	57491390.0
ENSG00000251049	4	57595940	57596467	-	735	57596467.0
ENSG00000250333	4	57605694	57605871	-	356	57605871.0
ENSG00000249831	4	57720035	57720176	+	2672	57720035.0
ENSG00000248660	4	58103147	58103434	+	288	58103147.0
ENSG00000249105	4	58117758	58118070	-	313	58118070.0
ENSG00000250340	4	58524515	58524824	-	427	58524824.0
ENSG00000250078	4	58562165	58562319	-	420	58562319.0
ENSG00000251339	4	58780626	58781126	-	1813	58781126.0
ENSG00000251266	4	58984282	58984335	+	749	58984282.0
ENSG00000249382	4	58987182	58987684	-	831	58987684.0
ENSG00000250375	4	59047020	59047060	-	305	59047060.0
ENSG00000249111	4	59152834	59152886	+	327	59152834.0
ENSG00000199780	4	59533786	59533898	+	113	59533786.0
ENSG00000249392	4	59551142	59551254	-	558	59551254.0
ENSG00000249892	4	59767816	59768234	-	760	59768234.0
ENSG00000201676	4	59833175	59833276	+	102	59833175.0
ENSG00000201775	4	59834063	59834167	+	105	59834063.0
ENSG00000283043	4	60038269	60038586	+	318	60038269.0
ENSG00000249066	4	60750586	60750865	+	584	60750586.0
ENSG00000248237	4	60784115	60784696	+	582	60784115.0
ENSG00000265829	4	60922619	60922684	+	66	60922619.0
ENSG00000240152	4	61143656	61143775	+	829	61143656.0
ENSG00000150471	4	61201258	61201765	+	13991	61201258.0
ENSG00000241261	4	61211652	61212203	+	552	61211652.0
ENSG00000205682	4	61420246	61420700	-	2079	61420700.0
ENSG00000226439	4	61775449	61775850	-	402	61775850.0
ENSG00000202169	4	61906313	61906408	+	96	61906313.0
ENSG00000248692	4	62071752	62071779	-	947	62071779.0
ENSG00000225405	4	62105660	62106049	-	390	62106049.0
ENSG00000241344	4	62248294	62248770	+	477	62248294.0
ENSG00000250249	4	62291562	62291592	+	353	62291562.0
ENSG00000248847	4	62489495	62490218	-	724	62490218.0
ENSG00000248336	4	62510469	62510771	+	303	62510469.0
ENSG00000180673	4	62816826	62818794	+	1969	62816826.0
ENSG00000251055	4	63128311	63128336	+	672	63128311.0
ENSG00000231442	4	63350114	63351472	+	1359	63350114.0
ENSG00000250775	4	63468701	63468945	-	448	63468945.0
ENSG00000205678	4	64275257	64277051	-	6023	64277051.0
ENSG00000252104	4	64397694	64397787	-	94	64397787.0
ENSG00000250768	4	64430909	64432530	+	2063	64430909.0
ENSG00000251430	4	64606418	64606613	+	196	64606418.0
ENSG00000251385	4	64607703	64608831	-	1129	64608831.0
